TOWN,LAT,LON,CRIM,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,PRICE
Boston Savin Hill,-71.0378,42.1892,9.96654,18.10,0,0.740,6.485,100.00,1.9784,24,666,20.2,386.73,18.85
Boston Savin Hill,-71.0405,42.1920,12.80230,18.10,0,0.740,5.854,96.60,1.8956,24,666,20.2,240.52,23.79
Boston Savin Hill,-71.0425,42.1890,10.67180,18.10,0,0.740,6.459,94.80,1.9879,24,666,20.2,43.06,23.98
Boston Savin Hill,-71.0390,42.1868,6.28807,18.10,0,0.740,6.341,96.40,2.0720,24,666,20.2,318.01,17.79
Boston Savin Hill,-71.0370,42.1840,9.92485,18.10,0,0.740,6.251,96.60,2.1980,24,666,20.2,388.52,16.44
Boston Savin Hill,-71.0400,42.1820,9.32909,18.10,0,0.713,6.185,98.70,2.2616,24,666,20.2,396.90,18.13
Boston Savin Hill,-71.0428,42.1845,7.52601,18.10,0,0.713,6.417,98.30,2.1850,24,666,20.2,304.21,19.31
Boston Savin Hill,-71.0460,42.1810,6.71772,18.10,0,0.713,6.749,92.60,2.3236,24,666,20.2,0.32,17.44
Boston Savin Hill,-71.0410,42.1795,5.44114,18.10,0,0.713,6.655,98.20,2.3552,24,666,20.2,355.29,17.73
Boston Savin Hill,-71.0340,42.1790,5.09017,18.10,0,0.713,6.297,91.80,2.3682,24,666,20.2,385.09,17.27
Boston Savin Hill,-71.0400,42.1770,8.24809,18.10,0,0.713,7.393,99.30,2.4527,24,666,20.2,375.87,16.74
Boston Savin Hill,-71.0455,42.1768,9.51363,18.10,0,0.713,6.728,94.10,2.4961,24,666,20.2,6.68,18.71
Boston Savin Hill,-71.0510,42.1780,4.75237,18.10,0,0.713,6.525,86.50,2.4358,24,666,20.2,50.92,18.13
Boston Dorchester,-71.0517,42.1735,4.66883,18.10,0,0.713,5.976,87.90,2.5806,24,666,20.2,10.48,19.01
Boston Dorchester,-71.0515,42.1700,8.20058,18.10,0,0.713,5.936,80.30,2.7792,24,666,20.2,3.50,16.94
Boston Dorchester,-71.0475,42.1690,7.75223,18.10,0,0.713,6.301,83.70,2.7831,24,666,20.2,272.21,16.23
Boston Dorchester,-71.0430,42.1690,6.80117,18.10,0,0.713,6.081,84.40,2.7175,24,666,20.2,396.90,14.70
Boston Dorchester,-71.0430,42.1728,4.81213,18.10,0,0.713,6.701,90.00,2.5975,24,666,20.2,255.23,16.42
Boston Dorchester,-71.0350,42.1745,3.69311,18.10,0,0.713,6.376,88.40,2.5671,24,666,20.2,391.43,14.65
Boston Dorchester,-71.0310,42.1695,6.65492,18.10,0,0.713,6.317,83.00,2.7344,24,666,20.2,396.90,13.99
Boston Dorchester,-71.0358,42.1675,5.82115,18.10,0,0.713,6.513,89.90,2.8016,24,666,20.2,393.82,10.29
Boston Dorchester,-71.0450,42.16407,7.83932,18.10,0,0.655,6.209,65.40,2.9634,24,666,20.2,396.90,13.22
Boston Dorchester,-71.0550,42.1650,3.16360,18.10,0,0.655,5.759,48.20,3.0665,24,666,20.2,334.40,14.13
Boston Dorchester,-71.0550,42.1685,3.77498,18.10,0,0.655,5.952,84.70,2.8715,24,666,20.2,22.01,17.15
Boston Mattapan,-71.0660,42.1780,4.42228,18.10,0,0.584,6.003,94.50,2.5403,24,666,20.2,331.29,21.32
Boston Mattapan,-71.0700,42.1680,15.57570,18.10,0,0.580,5.926,71.00,2.9084,24,666,20.2,368.74,18.13
Boston Mattapan,-71.0690,42.1725,13.07510,18.10,0,0.580,5.713,56.70,2.8237,24,666,20.2,396.90,14.76
Boston Mattapan,-71.0740,42.1680,4.34879,18.10,0,0.580,6.167,84.00,3.0334,24,666,20.2,396.90,16.29
Boston Mattapan,-71.0825,42.1698,4.03841,18.10,0,0.532,6.229,90.70,3.0993,24,666,20.2,395.33,12.87
Boston Mattapan,-71.0833,42.1750,3.56868,18.10,0,0.580,6.437,75.00,2.8965,24,666,20.2,393.37,14.36
Boston Forest Hills,-71.0732,42.1840,4.64689,18.10,0,0.614,6.980,67.60,2.5329,24,666,20.2,374.68,11.66
Boston Forest Hills,-71.0550,42.1830,8.05579,18.10,0,0.584,5.427,95.40,2.4298,24,666,20.2,352.58,18.14
Boston Forest Hills,-71.0511,42.1879,6.39312,18.10,0,0.584,6.162,97.40,2.2060,24,666,20.2,302.76,24.10
Boston Forest Hills,-71.0565,42.1880,4.87141,18.10,0,0.614,6.484,93.60,2.3053,24,666,20.2,396.21,18.68
Boston Forest Hills,-71.0528,42.1920,15.02340,18.10,0,0.614,5.304,97.30,2.1007,24,666,20.2,349.48,24.91
Boston Forest Hills,-71.0558,42.1913,10.23300,18.10,0,0.614,6.185,96.70,2.1705,24,666,20.2,379.70,18.03
Boston Forest Hills,-71.0670,42.1945,14.33370,18.10,0,0.614,6.229,88.00,1.9512,24,666,20.2,383.32,13.11
Boston West Roxbury,-71.1008,42.1740,5.82401,18.10,0,0.532,6.242,64.70,3.4242,24,666,20.2,396.90,10.74
Boston West Roxbury,-71.0950,42.1730,5.70818,18.10,0,0.532,6.750,74.90,3.3317,24,666,20.2,393.07,7.74
Boston West Roxbury,-71.0900,42.1665,5.73116,18.10,0,0.532,7.061,77.00,3.4106,24,666,20.2,395.28,7.01
Boston West Roxbury,-71.0975,42.1608,2.81838,18.10,0,0.532,5.762,40.30,4.0983,24,666,20.2,392.92,10.42
Boston Hyde Park,-71.0804,42.1540,2.37857,18.10,0,0.583,5.871,41.90,3.7240,24,666,20.2,370.73,13.34
Boston Hyde Park,-71.0750,42.1455,3.67367,18.10,0,0.583,6.312,51.90,3.9917,24,666,20.2,388.62,10.58
Boston Hyde Park,-71.0715,42.1550,5.69175,18.10,0,0.583,6.114,79.80,3.5459,24,666,20.2,392.68,14.98
Boston Hyde Park,-71.0650,42.1610,4.83567,18.10,0,0.583,5.905,53.20,3.1523,24,666,20.2,388.22,11.45
